id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict,final_label
nifty_162,LogRhythm Expert to Dissect New PCI Data Security Standard Being Released Tomorrow,nifty_165,LogRhythm Expert to Dissect New PCI Data Security Standard Being Released Tomorrow,1.0,1.0,6,7cc67ca4f66988c4ae0d761d01b1769e,True,5.0,False,,True
nifty_655,Trusteer to Discuss Escalating Cyber Attacks on Treasury Management Systems at Windy City Summit 2013,nifty_659,Trusteer to Discuss Escalating Cyber Attacks on Treasury Management Systems at Windy City Summit 2013,1.0,1.0,7,77acdbab7aa1d4250222735ce3e82872,True,5.0,False,,True
nifty_814,"Accenture Positioned in the ""Leaders"" Quadrant of Gartner Magic Quadrant for Business Operations Consulting Services, Worldwide",nifty_999,"Accenture Positioned in the ""Leaders"" Quadrant of Gartner Magic Quadrant for Business Operations Consulting Services, Worldwide",1.0,1.0,343,a5f365ea9d4aa91f02d6d196d412401f,True,5.0,False,,True
nifty_112,MEDIA ALERT: Cloud9 Analytics` Customer Progress Software to Discuss Sustainability in the Modern Enterprise at CRM Evolution Conference,nifty_113,MEDIA ALERT: Cloud9 Analytics` Customer Progress Software to Discuss Sustainability in the Modern Enterprise at CRM Evolution Conference,0.9999999,1.0,4,f11323b75f623a6903747e5244ba9c21,True,5.0,False,,True
nifty_1143,Rambus Cryptography Research and Riverside Research to Co-host Workshop on Identifying and Preventing Advanced Security Threats,nifty_1160,Rambus Cryptography Research and Riverside Research to Co-host Workshop on Identifying and Preventing Advanced Security Threats,0.9999998,1.0,29,e38a2c7afdbd0701c3b2495f9e7eb2fb,True,5.0,False,,True
nifty_376,The Network and BDO Consulting Release Third Quarter 2011 Findings in the Quarterly Corporate Fraud Index,nifty_444,The Network and BDO Consulting Release Fourth Quarter 2011 Findings in the Quarterly Corporate Fraud Index,0.9979538,0.8333333333333334,128,d3a381dcd7d6fefa1f70768b61584c7f,False,1.0,True,not_returned,False
nifty_553,IFS Named Visionary in Leading Analyst Firm's Magic Quadrant,nifty_554,IFS Named Visionary in Leading Analyst Firm`s Magic Quadrant,0.99767005,0.5,1,0ce4856b49806e352c97b1d5d2a02b4c,False,1.0,True,not_returned,True
nifty_1063,Nvidia says it sees revenue from cloud computing at $1 bln within 2-3 years,nifty_1063,Nvidia says it sees revenue from cloud computing at $1 bln within two-three years,0.99751705,0.6,0,6253dd9b2dc251564803fb5d49f83e4a,False,1.0,True,not_returned,True
nifty_926,"The Radicati Group Releases ""Corporate Web Security Market, 2014 - 2018""",nifty_1091,"The Radicati Group Releases ""Corporate Web Security Market, 2015-2019""",0.9956438,0.8,308,c2657ca844cbe548389ccb46f013390d,False,1.0,True,not_returned,False
nifty_1131,More German firms turning to cyber insurance -Marsh,nifty_1131,More German firms turning to cyber insurance: Marsh,0.9944366,0.5,0,f2d7c1095583d75530468c4009014b5b,False,1.0,True,not_returned,True
nifty_273,Research and Markets: Operationalizing Cloud: The Move Towards a Cross-Domain Service Management Strategy,nifty_273,Research and Markets: Operationalizing Cloud: The Move Towards a Cross-Domain Service Management Strategy - Summary,0.99426323,0.8,0,557750d22a60a53e1ca90a33167bfe5b,False,1.0,True,not_returned,True
nifty_1225,No known threat of Brussels-type attack in U.S. -Homeland Security chief,nifty_1225,No known threat of Brussels-type attack in U.S.: Homeland Security chief,0.99415976,0.625,0,0f22d9b327f3a8b127aa48a99beb36b6,False,1.0,True,not_returned,True
nifty_774,comScore Reports October 2013 U.S. Smartphone Subscriber Market Share,nifty_787,comScore Reports November 2013 U.S. Smartphone Subscriber Market Share,0.99403536,0.6,32,0ab9fcbb62f42ece06ab98287fdbe0f3,False,1.0,True,not_returned,False
nifty_787,Snowden has more U.S.-Israel secrets to expose - Greenwald,nifty_787,Snowden has more U.S.-Israel secrets to expose: Greenwald,0.9937785,1.0,0,cf8501e29d1ac8db90d9a898b5224640,False,1.0,True,not_returned,True
nifty_217,Cellphone security threats rise sharply - McAfee,nifty_217,Cellphone security threats rise sharply: McAfee,0.9935021,1.0,0,3ec45c5935c39e998dfc84ce07061708,False,1.0,True,not_returned,True
nifty_549,"Thomson Reuters Positioned In The Leaders Quadrant For Enterprise Governance, Risk And Compliance Platforms Magic Quadrant",nifty_739,"Thomson Reuters Positioned In The Leaders Quadrant in the Magic Quadrant for Enterprise Governance, Risk And Compliance Platforms",0.9923446,0.5714285714285714,358,dc6d40f7835c66feca3b45f5dced90db,False,1.0,True,not_returned,False
nifty_150,Global Knowledge Supports National Cyber Security Awareness Month with Discounted Cyber Security Training,nifty_150,Global Knowledge Supports Cyber Security Awareness Month with Discounted Cyber Security Training,0.9914728,0.7,0,b5c7977a73d7dc4c1d13dca93f0ee2a3,False,1.0,True,not_returned,True
nifty_216,RSAÂ® Conference 2011 Analyst Teleconference to Address Leading Information Security Trends,nifty_420,RSAÂ® Conference 2012 Analyst Teleconference to Address Leading Information Security Trends,0.99143916,0.5,373,a102b6d3cb28b89475e7403d292f8834,False,1.0,True,not_returned,False
nifty_839,Banco Nacional de PanamÃ¡ deploys Gemalto Ezio solution to secure online and mobile banking,nifty_839,Banco Nacional de Panama deploys Gemalto Ezio solution to secure online and mobile banking,0.9913443,0.6,0,2465e78db25bb24a14f820aada03baab,False,1.0,True,not_returned,True
nifty_753,U.S. Senate intelligence panel chair pledges 'major review' of NSA surveillance,nifty_753,Senate intelligence panel chair pledges 'major review' of NSA surveillance,0.9909455,0.5714285714285714,0,e072dce7edee80943bda1649ecae8093,False,1.0,True,not_returned,True
nifty_1078,"US, eyeing Russia, urges NATO allies to harden cyber defenses",nifty_1078,"U.S., eyeing Russia, urges NATO allies to harden cyber defenses",0.99080825,0.6666666666666666,0,680fdf10597784acc0fe07240fecc95c,False,1.0,True,not_returned,True
nifty_237," The Radicati Group Releases ""Corporate Web Security Market, 2011-2015""",nifty_926,"The Radicati Group Releases ""Corporate Web Security Market, 2014 - 2018""",0.99031854,1.0,1280,1f55761350f4a5378c359aeb89e3254b,False,1.0,True,not_returned,False
nifty_216,MicroStrategy Positioned in the 'Leaders' Quadrant of 2011 Magic Quadrant for Business Intelligence Platforms,nifty_417,"MicroStrategy Positioned in the ""Leaders"" Quadrant of 2012 Magic Quadrant for Business Intelligence Platforms",0.9899496,0.3333333333333333,367,6a8ad683e3f74572f8d797aff8ea3c5c,False,1.0,True,not_returned,False
nifty_1264,NATO likely to designate cyber as operational domain of war- German official,nifty_1264,NATO likely to designate cyber as operational domain of war: German official,0.9896611,0.5,0,4cc831064f9802dc2394b067e774b101,False,1.0,True,not_returned,True
nifty_456,Suspected cyber attack hits Iranian oil infrastructure-sources,nifty_456,Suspected cyber attack hits Iranian oil infrastructure: sources,0.98960644,0.3333333333333333,0,45a84fbb67a15c1712e52f015f97ff22,False,1.0,True,not_returned,True
nifty_1277,Intel considers sale of cyber security business -FT,nifty_1277,Intel considers sale of cyber security business: FT,0.98958874,0.75,0,a0ae53a74deb238cde01394fca0dcecb,False,1.0,True,not_returned,True
nifty_938,EU Commission nominee moves to reassure lawmakers over US snooping,nifty_938,EU Commission nominee moves to reassure lawmakers over U.S. snooping,0.9891543,0.5,0,88c0930de81b136cdc0515577b4b7256,False,1.0,True,not_returned,True
nifty_11, CaseCentral Announces eDiscovery Connector for Symantec Enterprise Vault Discovery Accelerator,nifty_138,CaseCentral Announces General Availability of eDiscovery Connector for Symantec Enterprise Vault Discovery Accelerator,0.9890211,0.9090909090909092,231,e8d6367adb3e3e119a68482edb6705f3,False,1.0,True,not_returned,False
nifty_950,US unveils coalition to fight Islamic state in cyberspace,nifty_950,U.S. unveils coalition to fight Islamic state in cyberspace,0.9889554,0.6,0,e55aec708d3b752c9f2d56fdacfec1c6,False,1.0,True,not_returned,True
nifty_53, Pegasystems Positioned as a Leader in Leading Analyst Firm's 2010 Magic Quadrant for CRM Customer Service Contact,nifty_259, Pegasystems Positioned as a Leader in Leading Analyst Firm's 2011 Magic Quadrant for CRM Customer Service Contact,0.98877925,0.6666666666666666,377,3706047679d883185345a2b86719bee1,False,1.0,True,not_returned,False
nifty_1002,Beyond the breach: cyberattacks force a defence strategy re-think,nifty_1002,Beyond the breach: cyberattacks force a defense strategy re-think,0.9886008,0.6,0,d5bdf1a123af29125c7964916f9112be,False,1.0,True,not_returned,True
nifty_219,Anti-computer hacking bill coming in U.S. Congress,nifty_219,Anti-computer hacking bill coming in Congress,0.9885574,0.5,0,8bfcb793f57173ff6d557617b5e848df,False,1.0,True,not_returned,True
nifty_237," The Radicati Group Releases ""Corporate Web Security Market, 2011-2015""",nifty_1091,"The Radicati Group Releases ""Corporate Web Security Market, 2015-2019""",0.9882402,0.8,1588,60efbe619ba35dfe7dd4bca76b22c9ea,False,1.0,True,not_returned,False
nifty_376,Research and Markets: 4Q.2011 North America Handset Market Share and Forecast: Mobile Handset Sales to Rise to 243 Million in 2013,nifty_376,Research and Markets: 4Q.2011 United States Handset Market Share and Forecast: Mobile Handset Sales to Rise to 230 Million in 2013,0.9882083,0.4,0,21066c02570003f9aa25e2a25e630413,False,1.0,True,not_returned,False
nifty_521," The Radicati Group Releases ""Cloud Information Archiving - Market Quadrant 2012""",nifty_873,"The Radicati Group Releases ""Cloud Information Archiving -- Market Quadrant, 2014""",0.9880481,1.0,660,3551d03b3e5003eed17986a04d303454,False,1.0,True,not_returned,False
nifty_1150,Data from U.S. agency cyber breach not on black market - researcher,nifty_1150,Data from U.S. agency cyber breach not on black market: researcher,0.9876576,0.6,0,fc832718f26e8129bf7b242f06aaa9d2,False,1.0,True,not_returned,True
nifty_141,Centrify Partners with FishNet Security to Provide Solutions for Data Center Security and Compliance,nifty_141, FishNet Security Partners With Centrify to Provide Solutions for Data Center Security and Compliance,0.9866961,0.5714285714285714,0,c8e8f9d8a510352d97768d729c0d214a,False,1.0,True,not_returned,True
nifty_283,Websense Positioned as a Leader in Magic Quadrant for Secure Web Gateway,nifty_486,Websense Positioned as a Leader in the Magic Quadrant for Secure Web Gateway,0.98659605,0.5714285714285714,372,4ece9b3a8cd11e34e301069fd552eb27,False,1.0,True,not_returned,True
nifty_243,CertiVox Secures Investment for Breakthrough Security Technology for the Cloud,nifty_364,CertiVox Secures New Investment for Breakthrough Security Technology for the Cloud,0.9864091,0.6,218,1b43f92b477283887dac0a6e2673c962,False,1.0,True,not_returned,False
nifty_692,"China, U.S. talks on cyber security go well-Xinhua",nifty_692,"China, U.S. talks on cyber security go well: Xinhua",0.98585665,1.0,0,463730f04c654b220a161d37a41b9e70,False,1.0,True,not_returned,True
nifty_450,"Research and Markets: Global Microcell BTS Market Analysis & Forecast, 2011-2016",nifty_665,"Research and Markets: Global Microcell BTS Market Analysis & Forecast, 2012-2017, 2nd Edition",0.9846691,0.8888888888888888,404,2a27034b6d837ae27e9378d5434cc211,False,1.0,True,not_returned,False
nifty_1160,Leading Analyst Firm Ranks FireEye as Market-Leading Provider of Specialized Threat Analysis and Protection to Combat Advanced Threats,nifty_1160,UPDATE - Leading Analyst Firm Ranks FireEye as Market-Leading Provider of Specialized Threat Analysis and Protection to Combat Advanced Threats,0.9844751,1.0,0,267f1fbf1e1f911b3160da48ba6c9ca1,False,1.0,True,not_returned,True
nifty_335,Research and Markets: Framing A Fit and Readiness Assessment for Public Cloud IT,nifty_335,Research and Markets: Conducting a Fit and Readiness Assessment for Public Cloud IT,0.9844714,1.0,0,91ebb71ea61351659f9930297926b915,False,1.0,True,not_returned,True
nifty_333,"Research and Markets: Fifth Annual ID Protection Services Scorecard: Increased Focus on Antivirus, Social Media, Child and Medical Identity Theft, Yet Prevention Still Lags",nifty_333,"Research and Markets: Fifth Annual ID Protection Services Scorecard - 2011 Edition: Increased Focus on Antivirus, Social Media, Child and Medical Identity Theft, Yet Prevention Still Lags",0.9839887,0.7333333333333333,0,24896c5d4c06d3ffb020c9ac4c461a48,False,1.0,True,not_returned,True
nifty_141,EXCLUSIVE-Cyber bill would give U.S. emergency powers,nifty_141,Exclusive: Cyber bill would give U.S. emergency powers,0.98284525,0.5,0,8b7a2076f8a3608f7da5c42f0bc1e9cf,False,1.0,True,not_returned,True
nifty_1078,U.S. OPM chief rebuffs lawmakers on scope of cyber breach,nifty_1078,OPM chief rebuffs lawmakers on scope of cyber breach,0.98252016,0.5714285714285714,0,e0b5da128a172cebf1d8d2dcb83002f0,True,5.0,False,not_reviewed,True
nifty_814,Recent hacks spur new company cyber spending-survey,nifty_814,Recent hacks spur new company cyber spending: survey,0.98239,0.3333333333333333,0,9fec690738a7b24808b1b42afbd0722b,True,5.0,False,not_reviewed,True
nifty_1038,General Dynamics says still focused on govt cybersecurity business,nifty_1038,General Dynamics says still focused on government cybersecurity business,0.982126,0.6,0,988b70acd78a8ab4a89aecef87fba745,True,5.0,False,not_reviewed,True
nifty_905,Spy agencies hit in cyber espionage campaign-Kaspersky Lab,nifty_905,Spy agencies hit in cyber espionage campaign: Kaspersky Lab,0.98194665,0.8,0,15e2742236f4d97f355ecb92f9aef775,True,5.0,False,not_reviewed,True
nifty_1068,Dataguise to Present on Securing Big Data at the 2015 Gartner Security & Risk Summit,nifty_1068,UPDATE: Dataguise to Present on Securing Big Data at the 2015 Gartner Security & Risk Summit,0.98041457,0.875,0,64993ef810b037c899a724875de6f1ee,True,5.0,False,not_reviewed,True
nifty_185,Analysis: Wikileaks battle: a new amateur face of cyber war?,nifty_185,Analysis: WikiLeaks battle a new amateur face of cyber war?,0.9796669,0.6,0,8e8e7abef752868521042bb28a2773ca,True,5.0,False,not_reviewed,True
nifty_30,"FACTBOX-Security developments in Pakistan, March 3",nifty_219,Factbox: Security developments in Pakistan,0.97944355,0.2,344,ecbb5e7eb413df3927347761195cf476,True,5.0,True,incorrect,False
nifty_30,"FACTBOX-Security developments in Pakistan, March 3",nifty_352,Factbox: Security developments in Pakistan,0.9794435,0.2,587,ecbb5e7eb413df3927347761195cf476,True,5.0,True,incorrect,False
nifty_779,EY Names Top Fraud and Corruption Trends for 2014,nifty_986,EY Names Top Fraud and Corruption Trends for 2015,0.9787241,1.0,388,fae49c43eefe0cd20ac19be09f1f37d3,False,5.0,False,not_reviewed,False
nifty_655,Cloud4SMB Expoâs Unique Content Targets Challenges of SMB Market Interested in Cloud Computing,nifty_656,INSERTING and REPLACING Cloud4SMB Expoâs Unique Content Targets Challenges of SMB Market Interested in Cloud Computing,0.97809905,0.6666666666666666,1,e6ff498d364f8742f3745533dfd84ac6,True,5.0,False,not_reviewed,True
nifty_244, Infor Enhances Leading Asset Management Solution,nifty_244, UPDATE: Infor Enhances Leading Asset Management Solution,0.9725846,0.6666666666666666,0,492aead6c97366cc93b36213449107ec,True,5.0,False,not_reviewed,True
nifty_1143,U.S. Senate to consider controversial cyber security bill,nifty_1143,Senate considers controversial cyber security bill,0.97215205,0.5,0,f594cea5f51ebea8b7614c747e0be1a6,True,5.0,False,correct,True
nifty_864,"Research and Markets: The Wireless M2M & IoT Bible: 2014-2020 - Opportunities, Challenges, Strategies, Industry Verticals and Forecasts for the $200 Billion Market",nifty_904,"Research and Markets: Wireless M2M & IoT Bible 2014 - Opportunities, Challenges, Strategies, Industry Verticals and Forecasts to 2020",0.9713629,0.7857142857142857,71,40c43889743ac4edc460d9579fa85104,True,5.0,False,not_reviewed,True
nifty_1078,"U.S., European authorities investigate possible new leaker-sources",nifty_1078,"U.S., European authorities investigate possible new leaker: sources",0.9709822,0.4,0,ab78c4a7a0d4105b002feda1f8d70db0,True,5.0,False,not_reviewed,True
nifty_219,Cyber warfare threats to US are increasing- top spy,nifty_219,Cyber warfare threats to U.S. are increasing: top spy,0.9708392,0.3333333333333333,0,3ed40a8ee8b733abf960413d6c633836,True,5.0,False,not_reviewed,True
nifty_753,Research and Markets: Global Ethernet Backhaul Equipment Market 2012-2016,nifty_799,Research and Markets: Global Ethernet Backhaul Equipment Market to 2016,0.97078025,1.0,92,7f7bced8a23556bcf71b11ed1bc419f6,False,5.0,False,not_reviewed,False
nifty_783,Research and Markets: 2013 Report on the International Software Defined Data Center (SDDC) Market - Includes Forecasts to 2018,nifty_814,Research and Markets: Concise Analysis of the International Software Defined Data Center (SDDC) Market - Forecasts to 2018,0.9706502,0.7142857142857143,64,0b6b41c69f964215005bea7368a32cac,False,5.0,False,not_reviewed,False
nifty_1043,U.S. House passes cyber-threat information bill,nifty_1043,House passes cyber-threat information bill,0.9704991,0.5,0,5c37261e78407abfc100807960a161e3,True,5.0,False,not_reviewed,True
nifty_343,Research and Markets: Global BTS Antenna Market Analysis & Forecast 2010-2015 - 3rd Edition Now Available,nifty_727,"Research and Markets: Global BTS Antenna Market Analysis & Forecast, 2012-2017, 5th Edition",0.96924835,0.8571428571428571,716,650a5a482b8e5c8bc815fa23e4cff7e8,False,5.0,False,not_reviewed,False
nifty_654,Research and Markets: Social Business Services in the Cloud: Market and Forecast Analysis 2013-2018,nifty_1118,Research and Markets: Social Business Services in the Cloud: Market Analysis and Forecast 2015 - 2020,0.96789426,0.7272727272727273,861,1a146fd6f5d54af05ad9871829b17234,False,5.0,False,not_reviewed,False
nifty_759,ZL Technologies Positioned as Leader in Gartner Magic Quadrant for Enterprise Information Archiving,nifty_960,ZL Technologies Returns as Leader in the Gartner Magic Quadrant for Enterprise Information Archiving,0.9668937,0.6666666666666666,372,9cbdb478466777ea258b62e6e91cac77,False,5.0,False,not_reviewed,False
nifty_760,Governments worldwide buried in the Snowden avalanche,nifty_760,Column: Governments worldwide buried in the Snowden avalanche,0.96675193,0.75,0,2a04a15242735d0619091a0a8932cfb5,True,5.0,False,not_reviewed,True
nifty_760,"U.S. spying harms cloud computing, Internet freedom-Wikipedia founder",nifty_760,"U.S. spying harms cloud computing, Internet freedom: Wikipedia founder",0.96674633,1.0,0,8e18e7f8909120c5f86cfb9437bc8a24,True,5.0,False,not_reviewed,True
nifty_554,"Research and Markets: 2012 Report on Global SaaS-based Expense Management Market 2011-2015 Featuring Ariba, Concur Technologies, IBM, and Oracle",nifty_836,"Research and Markets: Global SaaS-based Expense Management Market 2014-2018 with Ariba, Concur Technologies, IBM & Oracle Dominating",0.9660952,0.7857142857142857,533,c57dcc1d4a40750b4d1e8d5edde3bd83,False,5.0,False,not_reviewed,False
nifty_45, Norton Ratchets Up Fight Against Cybercrime,nifty_45, Update: Norton Ratchets Up Fight Against Cybercrime,0.965721,0.75,0,1b734ce8db868432520160950495a16f,True,5.0,False,not_reviewed,True
nifty_99, 5th Anniversary Online Trust & Cybersecurity Forum -- Special Assistant to the President and Cybersecurity Coordinator,nifty_99, UPDATE: 5th Anniversary Online Trust & Cybersecurity Forum -- Special Assistant to the President and Cybersecurity,0.9649834,0.7142857142857143,0,196e9160c2e4f56840f6e47b25dec2d1,True,5.0,False,not_reviewed,True
nifty_360,Research and Markets: Global Revenues for Mobile Location Platforms Will Grow To 300 Million In 2016,nifty_578,Research and Markets: Global Revenues for Mobile Location Platforms Will Grow To 330 Million In 2017,0.9641386,1.0,407,2dbb51870a37f785debbf349616a9ac3,False,5.0,False,not_reviewed,False
nifty_874,IDrive Online Backup Launches Rewind Functionality to Protect Users from Crypto Viruses,nifty_905,IDrive Online Backup Features Rewind Functionality to Protect User Data in response to new Crypto Viruses,0.96403795,0.2222222222222222,56,59a53ae4f91f4ba5f5e3952ae5307783,True,5.0,False,not_reviewed,True
nifty_476," The Radicati Group Releases ""Endpoint Security Platforms - Market Quadrant 2012""",nifty_779,"The Radicati Group Releases ""Endpoint Security - Market Quadrant 2013""",0.9637233,0.6666666666666666,566,2a1dff149170da9bca496a721761905b,False,5.0,False,not_reviewed,False
nifty_1012,S.Africa's security minister: spy data leak endangers national security,nifty_1012,South Africa's security minister: spy data leak endangers national security,0.96296436,0.2857142857142857,0,17150664c54929addf79fa7e580c2326,True,5.0,False,not_reviewed,True
nifty_417, 1010data Positioned in the Challengers Quadrant in Leading Analyst Firm's Magic Quadrant for Database Warehouse Data,nifty_417, UPDATE: 1010data Positioned in the Challengers Quadrant in Leading Analyst Firm's Magic Quadrant for Data Warehouse,0.9624275,0.375,0,02d3be8455438f1468910cf31f067aaa,True,5.0,False,correct,True
nifty_217,UPDATE 1-US lawmakers want answers on exchange hack attacks,nifty_217,Lawmakers want answers on exchange hack attacks,0.962344,0.3333333333333333,0,987fdc75adfaa590b3f3b295d16e366d,True,5.0,False,not_reviewed,True
nifty_545,Governor Corbett Proclaims October as 'Cyber Security Awareness Month',nifty_738,Pennsylvania Governor Corbett Proclaims October as 'Cyber Security Awareness Month',0.9618763,0.6,364,f6d76b90d5990632b75d43bb48707c8c,True,5.0,False,not_reviewed,True
nifty_738,Pennsylvania Governor Corbett Proclaims October as 'Cyber Security Awareness Month',nifty_935,Governor Corbett Proclaims October as 'Cyber Security Awareness Month',0.9618763,0.6,365,a71d0faff47e2fb84ba0448c7573ee09,True,5.0,False,not_reviewed,True
nifty_701,"CORRECTED-Nasdaq, Visa, JCPenney among hacking victims -prosecutors",nifty_701,"Nasdaq, Visa, JCPenney among hacking victims: prosecutors",0.96160156,0.5,0,c2ebf2677daab7e89ab7ff0767f6e737,True,5.0,False,not_reviewed,True
nifty_470," The Radicati Group Releases ""Endpoint Security Platforms Market, 2012-2016""",nifty_476," The Radicati Group Releases ""Endpoint Security Platforms - Market Quadrant 2012""",0.9613924,0.6,13,4783106e193a227614b7b1e1f77613a1,False,5.0,False,not_reviewed,True
nifty_2,"McAfee, Inc. Adds Eight New Partners to Its Security Innovation Alliance Partner Program",nifty_355,"McAfee Security Innovation Alliance Partner Program Adds New Partners, Continues Momentum",0.9611843,0.3636363636363636,644,3ba53ef91056b8d5bab2d2f6cc41b2f9,False,5.0,False,not_reviewed,True
nifty_903,AppRiver Releases Mid-Year Global Security Report,nifty_992,AppRiver Releases 2014 Year-end Global Security Report,0.95963055,0.5,169,53cda42d5b4b4cc935d2a41eeb811b91,False,5.0,False,not_reviewed,False
nifty_112,Research and Markets: Global Cloud-Based Application Infrastructure Market 2009-2013,nifty_112,Research and Markets: Global Cloud-Based Applications Market 2009-2013,0.958664,0.5,0,cbc9cd446d5e533da995386746638f6b,True,5.0,True,incorrect,True
nifty_438,U.S. military rapidly boosting cyber abilities- general,nifty_438,Military rapidly boosting cyber abilities: general,0.95843405,0.0,0,be29e1ce356215b3bf965221cf38c735,True,5.0,False,not_reviewed,True
nifty_65,Research and Markets: Global - Broadband & FttH - Key Statistics & Trends,nifty_276,Research and Markets: Global Broadband and FttH - Key Statistics and Insights 2011,0.95822316,0.3636363636363636,385,5e3b32a9859660fad3c86ccc7b667e37,False,5.0,False,not_reviewed,False
nifty_355,"McAfee Security Innovation Alliance Partner Program Adds New Partners, Continues Momentum",nifty_738,McAfee Security Innovation Alliance Welcomes New Partners,0.95739686,0.625,715,af0781b0bd1138d3df60f403a3695b9b,True,5.0,False,not_reviewed,True
nifty_37,Blue Coat Leads Content Security Gateway Appliance Market for Third Consecutive Year,nifty_134,Blue Coat Leads Content Security Gateway Appliance Market for Fourteenth Consecutive Quarter,0.95736784,0.6,176,9f7262bdde7ca453bec19ec2ae486ada,False,5.0,False,not_reviewed,False
nifty_496,Research and Markets: The Post-PC-Cloud Computing Era Structured Cabling Systems Market Analysis & Forecasts - 2012 Study Available Now,nifty_499,Research and Markets: The Post-PC-Cloud Computing Era Structured Cabling Systems Market Analysis,0.9566773,0.4285714285714285,6,0e56ce4a855db82faa080cb142351933,True,4.0,False,not_reviewed,True
nifty_529,"Upcoming Event: C5 Insight to Speak in Columbia, SC on Cloud Business, Enterprise Social Strategies, SharePoint, Dynamics CRM, Lync, Office 365 and Windows 8 -- September 18, 2012",nifty_529,"Upcoming Event: C5 Insight to Speak in Raleigh, NC on Cloud Business, Enterprise Social Strategies, SharePoint, Dynamics CRM, Lync, Office 365 and Windows 8 - September 20, 2012",0.95639324,0.8260869565217391,0,b7d700f53061fc62ab0960d51eb0ed92,False,5.0,False,not_reviewed,False
nifty_417,"MicroStrategy Positioned in the ""Leaders"" Quadrant of 2012 Magic Quadrant for Business Intelligence Platforms",nifty_820,"MicroStrategy Positioned in the ""Leaders"" Quadrant of 2014 Magic Quadrant for Business Intelligence and Analytics Platforms Report",0.95523924,0.2,756,08616d87e0fb8d4303a0ae0cf1191cce,False,5.0,False,not_reviewed,False
