id1,text1,id2,text2,text_similarity_score,entity_similarity_score,date_difference,pair_id,label,confidence,needs_human_review,evaluator_verdict
nifty_110," Goldman Research Group Morning Report: Ford, SiriusXM, Bank of America, Citigroup Inc., Ambac Financial, Intel and",nifty_122," Goldman Research Group Morning Report: Ford, SiriusXM, Bank of America, Citigroup Inc., Ambac Financial, Intel and",1.0000002,1.0,21,9bd7da0fb01797016a95011e42ad0df6,True,5,False,
nifty_185,BMR Reveals High-Yield Stock Picks for 2011,nifty_187,BMR Reveals High-Yield Stock Picks for 2011,1.0000002,1.0,5,a29812ab725d9bc089161e4100cb1849,True,5,False,
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,365,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,519,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,736,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,1253,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_353,"The Zacks Analyst Blog Highlights: Baker Hughes, Transocean, Diamond Offshore, Noble and Helmerich & Payne",nifty_565,"The Zacks Analyst Blog Highlights: Baker Hughes, Transocean, Diamond Offshore, Noble and Helmerich & Payne",1.0000002,1.0,393,c75c9d358950b61b7f0b7e7728a8e2db,True,5,False,
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,154,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,371,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000002,1.0,888,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_739,State of Tech: A Guide to the Q2 2013 Earnings Season that Boldly,nifty_740,State of Tech: A Guide to the Q2 2013 Earnings Season that Boldly,1.0000002,1.0,1,296314b9b9ab91f86543fc2d83d88781,True,5,False,
nifty_152," GladiatorStocks.com Daily Investment Stock Report Alerts: Apple, Inc., Ford Motor Company, General Electric Company and",nifty_189," GladiatorStocks.com Daily Investment Stock Report Alerts: Apple, Inc., Ford Motor Company, General Electric Company and",1.0000001,1.0,66,112af36f0e3f2f8b2857c66163c37dd4,True,5,False,
nifty_193,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_227,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",1.0000001,1.0,63,611f876558dab3125717da9aa8812b72,True,5,False,
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_583,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,611,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_252,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_769,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,958,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_583,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,246,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_450,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_769,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,593,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_534,Fitch Updates Recovery Analyses for U.S. Technology Sector,nifty_738,Fitch Updates Recovery Analyses for U.S. Technology Sector,1.0000001,1.0,384,ab3e4f756bdf8da513e8d3c49e1216fd,True,5,False,
nifty_534,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,217,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_583,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,125,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_583,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_769,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,347,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_769,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,222,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_647,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,nifty_926,Fitch Updates Recovery Analyses for U.S. Media & Entertainment Sector,1.0000001,1.0,517,c4bb4ecb7d1b36571d8d82dec255f291,True,5,False,
nifty_534,Fitch Updates Recovery Analyses for U.S. Technology Sector,nifty_812,Fitch Updates Recovery Analyses for U.S. Technology Sector,1.0,1.0,526,ab3e4f756bdf8da513e8d3c49e1216fd,True,5,False,
nifty_738,Fitch Updates Recovery Analyses for U.S. Technology Sector,nifty_812,Fitch Updates Recovery Analyses for U.S. Technology Sector,1.0,1.0,142,ab3e4f756bdf8da513e8d3c49e1216fd,True,5,False,
nifty_748,"Pre-Market Review: NRG Energy Inc., NiSource Inc., Westar Energy Inc., and UGI Corp.",nifty_760,"Pre-Market Review: NRG Energy Inc., NiSource Inc., Westar Energy Inc., and UGI Corp.",1.0,1.0,21,f6ee09ce789b2b9d79617bc0737c9d57,True,5,False,
nifty_358, CU Inc. Eligible Dividends,nifty_499, CU Inc. Eligible Dividends,0.99999994,1.0,265,608981aa2c5a906a65adf705a6b38543,True,5,False,
nifty_499, CU Inc. Eligible Dividends,nifty_595,CU Inc. Eligible Dividends,0.99999994,1.0,183,608981aa2c5a906a65adf705a6b38543,True,5,False,
nifty_521,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",nifty_557,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",0.99999994,1.0,64,38a3fe53ad0eb6fb7cb004145abed845,True,5,False,
nifty_554,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",nifty_612,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.9999999,1.0,118,6dc303c2df841e038f7b8a8fa3ac44c4,True,5,False,
nifty_358, CU Inc. Eligible Dividends,nifty_595,CU Inc. Eligible Dividends,0.9999998,1.0,448,608981aa2c5a906a65adf705a6b38543,True,5,False,
nifty_450, CU Inc. Eligible Dividends,nifty_499, CU Inc. Eligible Dividends,0.9999998,1.0,91,608981aa2c5a906a65adf705a6b38543,True,5,False,
nifty_691,"State of Tech: A Guide to the Q2 2013 Earnings Season that Boldly Predicts the Winners and Losers, Covering Qualcomm, Cisco, and Many More",nifty_738,"State of Tech: A Guide to the Q2 2013 Earnings Season that Boldly Predicts the Winners and Losers, Covering Qualcomm, Cisco, and Many More",0.99999976,1.0,84,28d62ee47748f325199d3f32d31b7380,True,5,False,
nifty_733,"Morning Research: Western Union Co., Fidelity National Financial Inc., Ryman Hospitality Properties Inc., and Stifel Financial Corp.",nifty_748,"Morning Research: Western Union Co., Fidelity National Financial Inc., Ryman Hospitality Properties Inc., and Stifel Financial Corp.",0.99999976,1.0,24,4bcd404d1416447cf2b17ff3a7a2744a,True,5,False,
nifty_889,"Zacks Industry Outlook Highlights: CIGNA, WellPoint, Humana, UnitedHealth Group and Molina Healthcare",nifty_952,"Zacks Industry Outlook Highlights: CIGNA, WellPoint, Humana, UnitedHealth Group and Molina Healthcare",0.99999976,1.0,112,9440aef42e593cd1199122f22e4b2278,True,5,False,
nifty_358, CU Inc. Eligible Dividends,nifty_450, CU Inc. Eligible Dividends,0.9999997,1.0,174,608981aa2c5a906a65adf705a6b38543,True,5,False,
nifty_450, CU Inc. Eligible Dividends,nifty_595,CU Inc. Eligible Dividends,0.9999997,1.0,274,608981aa2c5a906a65adf705a6b38543,True,5,False,
nifty_502,"The Zacks Analyst Blog Highlights:Nokia, AT&T;, Apple, Google and Microsoft",nifty_549,"The Zacks Analyst Blog Highlights: Nokia, AT&T;, Apple, Google and Microsoft",0.99999964,0.875,84,9fb85788a1549d819806138f4bedde26,True,5,False,
nifty_661,"The Zacks Analyst Blog Highlights: Ford Motor, General Motors, Toyota Motor, Honda Motor and Nissan Motor",nifty_774,"The Zacks Analyst Blog Highlights: Ford Motor, General Motors, Toyota Motor, Nissan Motor and Honda Motor",0.99964964,1.0,206,5e58744873d88f30c091a4fc2c046486,True,5,False,correct
nifty_112," FreePennyAlerts.com Daily Investment Stock Report Alerts: Bank of America Corp., Citigroup Inc., Ford Motor Company,",nifty_162," FreePennyAlerts.com Daily Investment Stock Report Alerts: Bank of America Corp, Citigroup Inc., Ford Motor Company,",0.99954885,0.7777777777777778,90,89fabba89df9d1cda2eb74aaf08a9969,True,5,False,not_reviewed
nifty_493,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motor, Honda Motor and Nissan Motor",nifty_554,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.9989983,0.8666666666666667,112,270b1f3b36c6d010c440bbec6de733c7,True,5,False,not_reviewed
nifty_493,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motor, Honda Motor and Nissan Motor",nifty_612,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.9989982,0.8666666666666667,230,270b1f3b36c6d010c440bbec6de733c7,True,5,False,not_reviewed
nifty_328,"Zacks Industry Outlook Highlights: General Motors, Ford, Toyota Motors, Honda Motor and Nissan Motor",nifty_612,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.9977646,0.9285714285714286,533,147c6a55738de2bf3a745af10a46d278,True,5,False,not_reviewed
nifty_328,"Zacks Industry Outlook Highlights: General Motors, Ford, Toyota Motors, Honda Motor and Nissan Motor",nifty_554,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.9977644,0.9285714285714286,415,147c6a55738de2bf3a745af10a46d278,True,5,False,not_reviewed
nifty_501,"The Zacks Analyst Blog Highlights: Yahoo, Google, Microsoft, Walt Disney's and Facebook",nifty_581,"The Zacks Analyst Blog Highlights: Yahoo, Walt Disney, Google, Microsoft and Facebook",0.9972732,1.0,148,6df9d82eb2b0570aae346e1a31e5c54a,True,5,False,not_reviewed
nifty_748,"Morning Research: Western Union Co., Fidelity National Financial Inc., Ryman Hospitality Properties Inc., and Stifel Financial Corp.",nifty_760,"Morning Research: The Western Union Co., Fidelity National Financial Inc., Ryman Hospitality Properties Inc., and Stifel Financial Corp.",0.99689776,0.9,21,88e4a3308fd77cf6576230d2c562da34,True,5,False,not_reviewed
nifty_733,"Morning Research: Western Union Co., Fidelity National Financial Inc., Ryman Hospitality Properties Inc., and Stifel Financial Corp.",nifty_760,"Morning Research: The Western Union Co., Fidelity National Financial Inc., Ryman Hospitality Properties Inc., and Stifel Financial Corp.",0.9968977,0.9,45,88e4a3308fd77cf6576230d2c562da34,True,5,False,not_reviewed
nifty_328,"Zacks Industry Outlook Highlights: General Motors, Ford, Toyota Motors, Honda Motor and Nissan Motor",nifty_493,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motor, Honda Motor and Nissan Motor",0.99653405,0.8,303,b05189edc879b50a7fec001104ca7af3,True,5,False,correct
nifty_456,"The Zacks Analyst Blog Highlights: AT&T;, Apple, Google, Verizon Communications and Sprint Nextel",nifty_595,"The Zacks Analyst Blog Highlights:AT&T;, Verizon Communications, Sprint-Nextel, Google and Apple",0.9957441,0.8461538461538461,262,4502b8b435cf462e85219a6a182df5d2,True,5,False,correct
nifty_496,"The Zacks Analyst Blog Highlights:Verizon Communications, AT&T;, Sprint Nextel, Apple and Google",nifty_512,"The Zacks Analyst Blog Highlights: Verizon Communications, Apple, Google, AT&T; and Sprint Nextel",0.9957361,1.0,28,7d42ba951c80f2d0f3a4a277a730bcef,True,5,False,not_reviewed
nifty_496,"The Zacks Analyst Blog Highlights:Verizon Communications, AT&T;, Sprint Nextel, Apple and Google",nifty_595,"The Zacks Analyst Blog Highlights:AT&T;, Verizon Communications, Sprint-Nextel, Google and Apple",0.9955875,0.7692307692307693,189,8bb811c35ebee839a7862a926683b761,True,5,False,correct
nifty_661,"The Zacks Analyst Blog Highlights: Ford Motor, General Motors, Toyota Motor, Honda Motor and Nissan Motor",nifty_903,"The Zacks Analyst Blog Highlights: General Motors, Toyota Motor, Nissan Motor, Ford Motor and Honda Motor",0.9953638,1.0,449,ba60193031390457104bc4cddf0768b4,True,5,False,not_reviewed
nifty_456,"The Zacks Analyst Blog Highlights: AT&T;, Apple, Google, Verizon Communications and Sprint Nextel",nifty_512,"The Zacks Analyst Blog Highlights: Verizon Communications, Apple, Google, AT&T; and Sprint Nextel",0.99529916,0.9166666666666666,101,992ab6291a5342f9548d3a25827c222f,True,5,False,not_reviewed
nifty_774,"The Zacks Analyst Blog Highlights: Ford Motor, General Motors, Toyota Motor, Nissan Motor and Honda Motor",nifty_903,"The Zacks Analyst Blog Highlights: General Motors, Toyota Motor, Nissan Motor, Ford Motor and Honda Motor",0.9952058,1.0,243,6d329180204c657c1666d98b80a069e7,True,5,False,not_reviewed
nifty_758,"The Zacks Analyst Blog Highlights: Apple, Facebook, Google, Intel and Yahoo",nifty_872,"The Zacks Analyst Blog Highlights: Intel, Yahoo, Google, Facebook and Apple",0.9950102,1.0,217,9ce89d9952226e2247ba668700069345,True,5,False,not_reviewed
nifty_940,"The Zacks Analyst Blog Highlights: Raytheon, Lockheed Martin, Northrop Grumman, Boeing and General Dynamics",nifty_952,"The Zacks Analyst Blog Highlights: Lockheed Martin, Boeing, General Dynamics, Northrop Grumman and Raytheon",0.9940916,1.0,21,4f19dbefd2cdeba94bc42b20fa753158,True,5,False,not_reviewed
nifty_456,"The Zacks Analyst Blog Highlights: AT&T;, Apple, Google, Verizon Communications and Sprint Nextel",nifty_496,"The Zacks Analyst Blog Highlights:Verizon Communications, AT&T;, Sprint Nextel, Apple and Google",0.9929425,0.9166666666666666,73,a5619ba7de282268a5a32ad51e9d91bb,True,5,False,not_reviewed
nifty_512,"The Zacks Analyst Blog Highlights: Verizon Communications, Apple, Google, AT&T; and Sprint Nextel",nifty_595,"The Zacks Analyst Blog Highlights:AT&T;, Verizon Communications, Sprint-Nextel, Google and Apple",0.9928453,0.7692307692307693,161,3292ff260630919fa5fb425f38beb862,True,5,False,not_reviewed
nifty_30,"Zacks Analyst Blog Highlights: American International Group Inc., Prudential Plc, Credit Suisse Group, HSBC Holdings Plc and JPMorgan Chase & Co.",nifty_31,"Zacks Analyst Blog Highlights: Prudential Plc, American International Group Inc., Credit Suisse Group, HSBC Holdings Plc and JPMorgan Chase & Co.",0.99174863,1.0,1,4587eff737e768a70e8df863609fbc2f,True,5,False,not_reviewed
nifty_272,"The Zacks Analyst Blog Highlights: Netflix, Microsoft, Sony, Amazon.com and Apple",nifty_665,"The Zacks Analyst Blog Highlights: Amazon.com, Netflix, Apple, Microsoft and Sony",0.99015373,1.0,733,1277e37cf1f722369bcb179f24cc3331,True,5,False,not_reviewed
nifty_193,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_259,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhilllips, Valero and Tesoro",0.9901498,0.4,120,192c0c053bd0022e909fe3a55e2ff311,True,5,False,not_reviewed
nifty_227,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_259,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhilllips, Valero and Tesoro",0.9901498,0.4,57,192c0c053bd0022e909fe3a55e2ff311,True,5,False,not_reviewed
nifty_244,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_259,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhilllips, Valero and Tesoro",0.9901498,0.4,28,192c0c053bd0022e909fe3a55e2ff311,True,5,False,not_reviewed
nifty_391,"The Zacks Analyst Blog Highlights: AT&T;, Verizon Communications, Sprint Nextel, MetroPCS Communications and Leap Wireless International",nifty_563,"The Zacks Analyst Blog Highlights: Leap Wireless International, MetroPCS Communications, Sprint Nextel, Verizon Communications and AT&T;",0.9893481,0.8823529411764706,321,4725be2e3071ec661d6d3227514af749,True,5,False,not_reviewed
nifty_903,"The Zacks Analyst Blog Highlights: Facebook, Google, Microsoft, Yahoo and Apple",nifty_906,"The Zacks Analyst Blog Highlights: Yahoo!, Google, Facebook, Apple and Microsoft",0.9891455,1.0,6,aeb942a4592c2f8ec93a14f718ad058d,True,5,False,not_reviewed
nifty_121,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 16,nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 17,0.9878341,1.0,1,66cad9622863efdf7750e1f409e197d9,False,5,False,not_reviewed
nifty_243,"Zacks Take on the Stock Market Today for March 28, 2011",nifty_244,"Zacks Take on the Stock Market Today - March 29, 2011",0.98780817,1.0,1,f1f4be2ff22c59e531d049f04677c9a1,False,5,False,not_reviewed
nifty_557,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",nifty_573,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",0.9877299,0.6153846153846154,35,e2e7f89a3216e0c4560d916fb1cca270,True,5,False,not_reviewed
nifty_521,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",nifty_573,"The Zacks Analyst Blog Highlights:Exxon Mobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",0.9877298,0.6153846153846154,99,e2e7f89a3216e0c4560d916fb1cca270,True,5,False,not_reviewed
nifty_583,"The Zacks Analyst Blog Highlights: Time Warner Cable, Apple, Comcast, Google and Netflix",nifty_814,"The Zacks Analyst Blog Highlights: Google, Comcast, Time Warner Cable, Netflix and Apple",0.98772734,1.0,439,72f5cc65759e8f0a7ed5bdb9d46f5f39,True,5,False,not_reviewed
nifty_711,"Morning Research: Procter & Gamble Co., Avon Products Inc., Colgate-Palmolive Co., and Estee Lauder Companies Inc.",nifty_759,"Morning Research: The Procter & Gamble Co., Colgate-Palmolive Co., Avon Products Inc., and The Estee Lauder Cos Inc.",0.98717487,0.7619047619047619,85,91d8b5c72d197290c14f7f7800ddb09f,True,5,False,not_reviewed
nifty_121,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 16,nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 17,0.98716414,1.0,1,614c07a08e9af4c99b3c20186b2a6d93,False,5,False,not_reviewed
nifty_834,"Zacks Industry Outlook Highlights: Hyatt Hotels, Hilton Worldwide Holdings, Starwood Hotels & Resorts Worldwide and Marriott International",nifty_966,"Zacks Industry Outlook Highlights: Hyatt Hotels, Hilton Worldwide Holdings, Starwood Hotels & Resorts Worldwide, Marriott International and Wyndham Worldwide",0.98673284,0.8888888888888888,238,d1578a390f7402735b23817fc8e1a2c9,False,5,False,not_reviewed
nifty_303,"Wells, Capital One eye HSBC card portfolio-sources",nifty_303,"Wells, Capital One eye HSBC card portfolio: sources",0.9861114,0.5714285714285714,0,f8c997952e151fe47fde72acb96d5f89,True,5,False,not_reviewed
nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 17,nifty_128,HEADLINE STOCKS-U.S. small/midcap stocks to watch on Aug 26,0.9856843,1.0,9,23b8d60ce3cf2ac723a4f688422df479,False,5,False,not_reviewed
nifty_276,"Zacks Industry Outlook Highlights: General Motors Company, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",nifty_328,"Zacks Industry Outlook Highlights: General Motors, Ford, Toyota Motors, Honda Motor and Nissan Motor",0.98537546,0.7058823529411765,96,79d00e2716a4fb8e20ef4617437e53bf,True,5,False,not_reviewed
nifty_276,"Zacks Industry Outlook Highlights: General Motors Company, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",nifty_554,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.98491544,0.7647058823529411,511,63a49e28a15f45d7d08b7ed5b8c1cabe,True,5,False,not_reviewed
nifty_276,"Zacks Industry Outlook Highlights: General Motors Company, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",nifty_612,"Zacks Industry Outlook Highlights: General Motors, Ford Motor, Toyota Motors, Honda Motor and Nissan Motor",0.98491544,0.7647058823529411,629,63a49e28a15f45d7d08b7ed5b8c1cabe,True,5,False,not_reviewed
nifty_923,"The Zacks Analyst Blog Highlights: Apple, Facebook, Netflix, Google and Amazon",nifty_966,"The Zacks Analyst Blog Highlights: Netflix, Google, Facebook, Apple and Amazon.com",0.9844706,0.75,76,18fe39fbec9e93647f6965cf6b095c7b,True,5,False,not_reviewed
nifty_122,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 17,nifty_128,HEADLINE STOCKS-U.S. small/midcap stocks on the move on Aug 26,0.9838284,1.0,9,96bf7df0bd3c64227dd4ab219368effc,False,5,False,not_reviewed
nifty_193,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_521,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",0.9830623,0.4545454545454545,602,0dd889068d83491a5fe88662027e4306,True,5,False,not_reviewed
nifty_227,"Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero and Tesoro",nifty_521,"The Zacks Analyst Blog Highlights: ExxonMobil, Chevron, ConocoPhillips, Valero Energy and Tesoro",0.9830623,0.4545454545454545,539,0dd889068d83491a5fe88662027e4306,True,5,False,not_reviewed
